Title,Facing,Floor,Bedroom,Bathroom,Location_area,Location_district,Price_in_cr,Land_area_aana,Price_per_aana,Road_access_ft,Built_year_bs,Has_parking,Amenity_count
Bungalow for sale,South-East,2.5,5,4,Dhumbarahi,Kathmandu,6.5,6.0,1.0833333333333333,20.0,2077,1,1
House for sale,East,3.0,6,4,Kharibot,Kathmandu,2.35,3.0,0.7833333333333333,13.0,2074,1,1
House for sale,East,2.5,6,5,Mandikhatar,Kathmandu,3.88,5.0,0.776,15.0,2074,0,1
House for sale,South,2.5,4,3,Sukedhara,Kathmandu,2.85,3.0,0.9500000000000001,20.0,2068,0,1
House for sale,North-East,3.0,5,3,Nakkhu,Lalitpur,3.6,4.1,0.878048780487805,10.0,2059,1,1
House for sale,West,2.5,4,5,Ochu Height,Lalitpur,2.25,3.2,0.703125,13.0,2050,1,1
House for sale,North,2.0,4,4,Imadol,Lalitpur,2.5,3.1,0.8064516129032258,16.0,2079,0,0
House for sale,South-East,2.5,6,5,Tikathali,Lalitpur,2.3,3.0,0.7666666666666666,13.0,2078,1,1
House for sale,North,1.0,2,2,Tikathali,Lalitpur,1.5,3.0,0.5,13.0,2074,1,0
House for sale,West,2.5,4,4,Imadol,Lalitpur,3.0,3.2,0.9375,13.0,2076,1,1
House for sale,North,2.5,4,4,Hattiban,Lalitpur,3.5,3.2,1.09375,22.0,2076,1,1
House for sale,South,2.5,5,2,Hattiban,Lalitpur,2.5,3.2,0.78125,13.0,2077,1,1
House for sale,South,2.5,5,5,Tikathali,Lalitpur,1.95,2.2,0.8863636363636362,13.0,2070,1,1
House for sale,South,2.5,4,4,Imadol,Lalitpur,3.75,4.0,0.9375,13.0,2079,1,0
House for sale,South,2.5,4,4,Tikathali,Lalitpur,1.95,2.2,0.8863636363636362,13.0,2075,1,0
House for sale,South-East,2.5,6,5,Kapan,Kathmandu,3.85,5.1,0.7549019607843138,13.0,2068,0,1
House for sale,South-East,2.5,5,2,Chabahil,Kathmandu,2.15,5.2,0.41346153846153844,5.0,2076,1,0
House for sale,South-West,2.5,5,5,Chapali,Kathmandu,3.35,4.1,0.8170731707317074,15.0,2076,1,1
Bungalow for sale,East,2.5,4,5,Hattigaunda,Kathmandu,3.78,5.2,0.7269230769230769,15.5,2076,1,2
House for sale,North,2.5,4,4,Budhanilkantha,Kathmandu,2.65,3.1,0.8548387096774193,18.0,2076,1,1
House for sale,North,2.5,6,5,Budhanilkantha,Kathmandu,3.7,6.0,0.6166666666666667,13.0,2076,1,1
House for sale,South-East,1.0,2,1,Lamatar,Lalitpur,1.2,3.0,0.39999999999999997,13.0,2076,1,3
Bungalow for sale,East,3.5,4,5,Bafal,Kathmandu,6.0,8.3,0.7228915662650601,13.0,2075,1,0
House for sale,North-East,4.5,10,4,Kadaghari,Kathmandu,2.9,4.0,0.725,13.0,2068,0,0
Bungalow for sale,East,2.5,5,5,Hattigaunda,Kathmandu,4.7,5.0,0.9400000000000001,14.0,2074,1,1
House for sale,East,2.5,6,5,Hattigaunda,Kathmandu,4.4,5.0,0.8800000000000001,14.0,2070,1,1
Duplex for sale,North-East,3.0,7,5,Hattiban,Lalitpur,3.95,4.1,0.9634146341463415,13.0,2070,1,1
House for sale,South,2.5,3,4,Karyabinayak,Lalitpur,3.5,3.0,1.1666666666666667,20.0,2078,0,1
House for sale,West,2.0,6,2,Gwarko,Lalitpur,2.5,2.1,1.1904761904761905,13.0,2080,1,1
House for sale,West,2.5,6,4,Mulpani,Kathmandu,1.55,4.0,0.3875,12.0,2074,1,2
House for sale,East,2.5,4,4,Sanobharyang,Kathmandu,3.95,4.2,0.9404761904761905,20.0,2076,1,6
Bungalow for sale,South-West,2.5,5,6,Bhaisepati,Lalitpur,6.25,6.2,1.0080645161290323,13.0,2070,1,1
House for sale,North,4.0,10,10,Shantinagar,Kathmandu,5.25,6.2,0.8467741935483871,13.0,2050,0,0
House for sale,South,2.5,4,2,Sipadol,Bhaktapur,1.5,2.2,0.6818181818181818,13.0,2079,1,1
House for sale,North,2.5,5,5,Kapan,Kathmandu,2.4,3.1,0.7741935483870968,13.0,2076,0,1
Duplex for sale,East,2.5,8,5,Deuwa Chowk,Kathmandu,4.95,8.0,0.61875,13.0,2077,1,3
House for sale,East,2.5,5,4,Taudaha,Kathmandu,1.8,3.0,0.6,13.0,2070,1,1
House for sale,South-West,2.5,5,5,Chapali,Kathmandu,3.35,4.1,0.8170731707317074,15.0,2079,1,1
Bungalow for sale,South-East,2.5,6,3,Budhanilkantha,Kathmandu,4.5,8.2,0.5487804878048781,12.5,2075,1,2
Duplex for sale,North,2.0,4,4,Dholahiti,Lalitpur,4.1,5.0,0.82,13.0,2076,1,1
House for sale,South,2.5,6,3,Mulpani,Kathmandu,1.95,3.0,0.65,11.5,2078,1,2
Bungalow for sale,North-East,2.5,6,5,Pasikot,Kathmandu,3.4,5.0,0.6799999999999999,13.0,2074,1,0
House for sale,West,2.5,5,5,Golfutar,Kathmandu,4.45,5.0,0.89,15.0,2050,1,1
House for sale,East,2.5,6,6,Gurjudhara,Kathmandu,2.2,3.2,0.6875,13.0,2078,1,1
House for sale,South,2.5,6,5,Chunikhel,Kathmandu,2.85,4.1,0.6951219512195123,13.0,2065,1,2
House for sale,South,2.5,5,4,Bhaisepati,Lalitpur,2.75,4.0,0.6875,13.0,2068,1,1
House for sale,East,1.0,2,1,Baluwakhani,Kathmandu,1.7,3.2,0.53125,13.0,2077,1,0
House for sale,South-East,2.5,4,4,Hasantar,Kathmandu,4.85,8.0,0.60625,20.0,2078,1,1
Bungalow for sale,West,2.5,5,4,Golfutar,Kathmandu,6.5,6.1,1.0655737704918034,14.0,2078,0,4
Bungalow for sale,South-East,2.5,4,4,Bhaisepati,Lalitpur,4.95,4.0,1.2375,13.0,2067,1,3
House for sale,East,2.5,5,4,Jyotinagar,Kathmandu,3.5,5.0,0.7,18.0,2078,1,1
House for sale,West,2.5,5,3,Baluwakhani,Kathmandu,2.45,3.0,0.8166666666666668,20.0,2065,0,1
House for sale,South,2.5,5,3,Goldhunga,Kathmandu,1.7,3.3,0.5151515151515151,10.0,2050,1,1
House for sale,East,2.5,4,3,Changathali,Lalitpur,1.85,3.0,0.6166666666666667,14.0,2074,1,4
House for sale,South-East,3.5,4,5,Bhaisepati,Lalitpur,2.5,3.0,0.8333333333333334,16.0,2070,1,4
Bungalow for sale,South,2.5,5,4,Bhangal,Kathmandu,3.5,6.0,0.5833333333333334,16.0,2070,1,3
Bungalow for sale,South,2.5,7,5,Sitapaila,Kathmandu,3.0,4.0,0.75,12.0,2072,1,3
House for sale,South-East,3.5,7,7,Pingalasthan,Kathmandu,4.5,5.0,0.9,20.0,2072,1,0
House for sale,North-East,2.5,7,5,Budhanilkantha,Kathmandu,4.48,5.0,0.8960000000000001,13.0,2069,0,1
House for sale,West,2.5,5,5,Rudreshwor,Kathmandu,3.5,5.0,0.7,13.0,2069,1,1
House for sale,South-West,2.5,4,5,Budhanilkantha,Kathmandu,6.0,9.1,0.6593406593406593,13.0,2079,1,3
House for sale,East,2.5,7,4,Sundarbasti,Kathmandu,2.49,3.2,0.7781250000000001,13.0,2072,1,0
House for sale,West,2.5,5,4,Nikhileshwor,Kathmandu,2.75,3.1,0.8870967741935484,16.0,2072,1,1
House for sale,East,3.5,5,6,Chunikhel,Kathmandu,3.15,4.1,0.7682926829268293,13.0,2069,1,1
House for sale,North,2.5,7,5,Tokha,Kathmandu,1.9,4.0,0.475,20.0,2079,0,1
Bungalow for sale,South-West,2.5,3,4,Grande Hospital,Kathmandu,2.6,3.0,0.8666666666666667,14.0,2070,1,6
House for sale,South,2.5,6,4,Jyotinagar,Kathmandu,2.25,3.5,0.6428571428571429,13.0,2079,0,1
House for sale,East,6.5,8,5,Yetkha,Kathmandu,2.5,3.5,0.7142857142857143,11.0,2079,1,2
House for sale,South,2.5,4,4,Bafal,Kathmandu,2.75,4.2,0.6547619047619048,13.0,2076,1,4
House for sale,South,2.5,5,4,Suryabinayak,Bhaktapur,3.22,5.2,0.6192307692307693,12.0,2076,1,2
House for sale,North,3.5,5,6,Mhaipi,Kathmandu,3.5,4.2,0.8333333333333333,20.0,2058,0,1
House for sale,West,2.5,4,3,Vinayak Colony,Lalitpur,5.1,4.3,1.1860465116279069,20.0,2069,1,1
House for sale,South,2.5,4,5,Bhaisepati,Lalitpur,2.75,3.2,0.859375,20.0,2079,1,1
Bungalow for sale,South-West,2.5,4,5,Dhapakhel,Lalitpur,4.0,4.0,1.0,27.0,2079,1,1
House for sale,North-East,2.5,6,5,Budhanilkantha,Kathmandu,6.1,6.0,1.0166666666666666,15.0,2073,1,1
House for sale,South-West,2.5,5,3,Kadaghari,Kathmandu,2.6,3.0,0.8666666666666667,13.0,2069,0,1
House for sale,South,2.5,4,4,Syuchatar,Kathmandu,3.9,4.0,0.975,20.0,2070,0,1
House for sale,East,2.5,3,5,Bafal,Kathmandu,2.85,4.0,0.7125,14.0,2072,0,1
House for sale,West,2.5,5,3,Makalbari,Kathmandu,1.95,3.0,0.65,13.0,2072,1,0
House for sale,West,3.0,10,4,Imadol,Lalitpur,3.25,5.0,0.65,11.5,2058,1,1
House for sale,South,1.0,6,5,Budhanilkantha,Kathmandu,1.55,3.1,0.5,14.0,2069,0,1
House for sale,East,2.5,6,5,Kapan,Kathmandu,2.85,4.2,0.6785714285714286,13.0,2069,1,2
Bungalow for sale,South-East,2.5,6,4,Tenzing Chowk,Kathmandu,6.55,8.2,0.7987804878048781,12.0,2079,1,1
House for sale,North-East,2.5,4,4,Bhaisepati,Lalitpur,3.2,3.3,0.9696969696969698,16.5,2076,1,0
House for sale,South-East,3.5,7,7,Dhapasi,Kathmandu,3.6,4.1,0.878048780487805,16.0,2072,1,1
House for sale,West,4.0,7,5,Paiyuntar,Kathmandu,1.85,3.1,0.5967741935483871,10.0,2070,0,0
House for sale,North-East,2.5,5,4,Dhapakhel,Lalitpur,2.7,3.0,0.9,20.0,2072,1,2
House for sale,South,2.0,4,2,Changathali,Lalitpur,2.85,4.3,0.6627906976744187,13.0,2069,1,2
Bungalow for sale,South-East,2.5,5,4,Imadol,Lalitpur,3.3,4.0,0.825,13.0,2079,1,0
House for sale,West,3.5,6,4,Imadol,Lalitpur,3.65,3.3,1.1060606060606062,20.0,2079,1,0
House for sale,East,2.5,5,5,Imadol,Lalitpur,3.65,4.2,0.869047619047619,13.0,2076,1,1
House for sale,West,2.5,4,2,Vinayak Colony,Lalitpur,5.1,4.3,1.1860465116279069,20.0,2073,1,1
Bungalow for sale,South,2.5,4,5,Balkot,Bhaktapur,2.5,3.2,0.78125,13.0,2076,1,1
House for sale,East,2.0,4,2,Tikathali,Lalitpur,2.2,4.0,0.55,13.0,2072,1,5
House for sale,East,2.5,4,2,Imadol,Lalitpur,2.3,3.0,0.7666666666666666,12.0,2079,1,1
House for sale,South,2.5,4,5,Sanagaun,Lalitpur,2.2,3.1,0.7096774193548387,16.0,2070,1,1
House for sale,South-West,2.5,4,4,Imadol,Lalitpur,2.5,3.3,0.7575757575757576,13.0,2072,1,1
House for sale,North,3.5,6,3,Imadol,Lalitpur,3.5,4.0,0.875,13.0,2074,1,1
House for sale,North,3.5,7,4,Imadol,Lalitpur,3.5,4.0,0.875,13.0,2080,1,1
House for sale,West,2.5,4,4,Imadol,Lalitpur,2.2,3.0,0.7333333333333334,20.0,2078,1,1
House for sale,South-East,2.5,5,5,Imadol,Lalitpur,2.3,3.1,0.7419354838709676,10.0,2078,1,1
House for sale,East,2.5,4,2,Imadol,Lalitpur,2.85,3.3,0.8636363636363638,13.0,2078,1,1
House for sale,West,2.5,4,4,Imadol,Lalitpur,2.6,3.0,0.8666666666666667,13.0,2078,1,1
House for sale,South-West,3.0,8,3,Balkhu,Kathmandu,4.25,6.0,0.7083333333333334,15.0,2078,1,2
House for sale,East,2.5,5,5,Khumaltar,Lalitpur,2.4,5.1,0.47058823529411764,12.0,2076,0,3
House for sale,North,2.5,3,3,Balkhu,Kathmandu,2.23,3.0,0.7433333333333333,16.0,2076,1,2
Bungalow for sale,East,2.5,6,6,Mandikhatar,Kathmandu,2.75,4.0,0.6875,13.0,2071,1,1
House for sale,South,2.5,6,3,Kharibot,Kathmandu,2.88,4.1,0.702439024390244,15.0,2074,0,1
House for sale,North,2.0,7,4,Ghattekulo,Kathmandu,2.55,4.1,0.6219512195121951,6.5,2077,1,0
House for sale,South,2.5,5,4,Pasikot,Kathmandu,3.0,4.3,0.6976744186046512,20.0,2078,1,2
House for sale,West,3.5,8,4,Goldhunga,Kathmandu,2.99,4.5,0.6644444444444445,10.0,2074,0,1
House for sale,West,3.5,8,4,Goldhunga,Kathmandu,2.99,3.0,0.9966666666666667,10.0,2078,0,4
House for sale,East,4.5,10,4,Guheshwori,Kathmandu,3.5,4.0,0.875,26.0,2078,0,1
Bungalow for sale,East,2.5,5,5,Nakhudole,Lalitpur,4.0,4.0,1.0,17.0,2076,1,2
House for sale,South,1.0,2,1,Chunikhel,Kathmandu,1.33,3.0,0.44333333333333336,12.0,2071,1,1
House for sale,South,2.5,4,2,Imadol,Lalitpur,1.9,2.2,0.8636363636363635,10.0,2078,1,1
House for sale,North-East,3.0,6,4,Matatirtha,Kathmandu,4.0,13.3,0.3007518796992481,16.0,2077,0,5
House for sale,South,2.5,7,2,Dhunchepakha,Bhaktapur,7.0,15.0,0.4666666666666667,36.0,2078,1,4
House for sale,South,2.5,6,8,Kapan,Kathmandu,3.3,3.3,1.0,22.0,2075,1,0
House for sale,East,2.5,5,1,Dhapasi,Kathmandu,3.25,6.0,0.5416666666666666,10.0,2078,1,2
House for sale,East,2.5,6,5,Budhanilkantha,Kathmandu,4.5,5.2,0.8653846153846153,15.0,2055,1,1
House for sale,East,2.5,7,5,Baluwakhani,Kathmandu,3.45,5.1,0.6764705882352942,13.0,2078,1,1
House for sale,South,2.5,3,3,Jorpati,Kathmandu,1.43,2.2,0.6499999999999999,12.0,2062,1,1
House for sale,South-West,5.0,9,9,Uttardhoka,Kathmandu,6.5,6.0,1.0833333333333333,16.0,2078,1,2
House for sale,East,2.5,4,4,Boharatar,Kathmandu,2.3,3.1,0.7419354838709676,13.0,2078,1,0
Bungalow for sale,South,2.5,5,6,Chappal Karkhana,Kathmandu,7.5,8.3,0.9036144578313252,13.0,2078,1,2
House for sale,East,2.5,3,3,Sitapaila,Kathmandu,2.75,4.0,0.6875,13.0,2074,1,0
House for sale,South,2.5,4,5,Bhaisepati,Lalitpur,5.0,6.0,0.8333333333333334,13.0,2074,1,2
House for sale,East,2.5,4,4,Imadol,Lalitpur,2.6,3.2,0.8125,13.0,2078,1,1
House for sale,North,2.5,6,4,Imadol,Lalitpur,1.75,2.2,0.7954545454545454,13.0,2078,1,0
House for sale,East,2.5,5,5,Imadol,Lalitpur,2.35,3.0,0.7833333333333333,13.0,2078,1,1
House for sale,South,2.5,3,3,Dhapasi,Kathmandu,2.95,4.0,0.7375,13.0,2078,1,4
Duplex for sale,North-East,2.5,4,4,Bhaisepati,Lalitpur,3.2,3.3,0.9696969696969698,16.5,2078,1,2
Bungalow for sale,South-West,2.5,4,5,Dholahiti,Lalitpur,4.0,4.0,1.0,27.0,2076,1,2
House for sale,South-East,2.5,7,4,Jyotinagar,Kathmandu,3.5,4.0,0.875,14.0,2075,1,1
House for sale,North,2.5,6,4,Imadol,Lalitpur,2.25,3.1,0.7258064516129032,13.0,2076,1,1
House for sale,North,2.5,4,4,Imadol,Lalitpur,2.1,2.3,0.9130434782608696,13.0,2076,1,0
House for sale,West,2.5,4,5,Ochu Height,Lalitpur,2.25,3.0,0.75,13.0,2071,1,1
House for sale,West,2.5,6,4,Imadol,Lalitpur,2.55,3.3,0.7727272727272727,20.0,2078,1,1
House for sale,South-East,2.5,6,3,Bhangal,Kathmandu,2.7,4.0,0.675,18.0,2074,1,2
Duplex for sale,North,2.5,4,5,Sitapaila,Kathmandu,2.95,5.0,0.5900000000000001,13.0,2077,1,1
Bungalow for sale,South,2.5,4,3,Sitapaila,Kathmandu,3.75,7.0,0.5357142857142857,13.0,2078,1,1
House for sale,East,2.5,4,3,Goldhunga,Kathmandu,2.05,3.0,0.6833333333333332,16.0,2076,1,1
House for sale,South-East,2.5,10,5,Mandikhatar,Kathmandu,2.5,3.0,0.8333333333333334,13.0,2076,1,2
House for sale,North-East,2.5,4,1,Bhaisepati,Lalitpur,3.8,4.1,0.926829268292683,12.0,2078,1,1
House for sale,West,2.5,5,3,Sitapaila,Kathmandu,4.7,6.2,0.7580645161290323,20.0,2074,1,2
Duplex for sale,South,2.5,4,2,Imadol,Lalitpur,3.4,4.0,0.85,13.0,2078,1,1
House for sale,East,3.0,8,3,Attarkhel,Kathmandu,3.0,3.2,0.9375,13.0,2062,1,1
House for sale,North,2.0,4,2,Syuchatar,Kathmandu,2.2,3.2,0.6875,14.0,2078,1,2
House for sale,East,2.5,6,4,Kapan,Kathmandu,2.25,3.2,0.703125,13.0,2076,0,1
Villa for sale,North,2.5,3,3,Grande Villa,Kathmandu,6.0,11.0,0.5454545454545454,17.0,2066,1,3
House for sale,South-East,3.5,4,4,Baneshwor,Kathmandu,4.99,4.0,1.2475,14.0,2071,1,2
Bungalow for sale,South,2.5,4,5,Bhaisepati,Lalitpur,5.0,6.0,0.8333333333333334,13.0,2074,1,1
Bungalow for sale,West,2.5,6,4,Lazimpat,Kathmandu,6.0,5.2,1.1538461538461537,15.0,2072,1,2
House for sale,West,2.5,4,6,Budhanilkantha,Kathmandu,6.2,9.2,0.673913043478261,20.0,2066,1,1
House for sale,South,2.5,6,3,Lambagar,Kathmandu,2.6,4.0,0.65,11.0,2070,1,1
House for sale,West,3.0,6,3,Baluwakhani,Kathmandu,2.75,3.1,0.8870967741935484,16.0,2064,0,1
House for sale,South,2.5,4,5,Mandikhatar,Kathmandu,4.25,4.0,1.0625,20.0,2068,1,1
House for sale,South-East,3.0,5,4,Pepsicola,Kathmandu,3.25,5.0,0.65,18.0,2074,1,1
House for sale,East,2.5,6,4,Kapan,Kathmandu,1.85,2.3,0.8043478260869567,13.0,2062,1,0
House for sale,West,2.5,5,4,Nikhileshwor,Kathmandu,2.75,3.1,0.8870967741935484,16.0,2066,1,0
House for sale,North-East,1.0,2,1,Danchhi,Kathmandu,1.2,3.1,0.3870967741935484,20.0,2078,1,0
House for sale,North,3.5,9,4,Koteshwor,Kathmandu,3.95,4.0,0.9875,10.0,2056,0,0
House for sale,North,2.5,5,3,Kapan,Kathmandu,4.55,6.0,0.7583333333333333,15.0,2076,1,1
House for sale,East,2.5,6,2,Dhapasi,Kathmandu,4.7,9.0,0.5222222222222223,12.0,2075,1,2
House for sale,East,2.0,5,1,Jagdol,Kathmandu,0.9,3.2,0.28125,13.0,2065,0,1
Bungalow for sale,South-East,2.5,5,4,Bhaisepati,Lalitpur,4.5,4.2,1.0714285714285714,13.0,2078,1,3
House for sale,West,2.5,6,4,Mandikhatar,Kathmandu,2.65,3.1,0.8548387096774193,13.0,2074,0,1
House for sale,North,2.5,10,3,Aakasedhara,Kathmandu,1.85,4.1,0.451219512195122,13.0,2077,1,1
House for sale,East,2.5,6,4,Mandikhatar,Kathmandu,3.85,5.0,0.77,13.0,2078,1,1
House for sale,North,2.5,5,4,Imadol,Lalitpur,2.45,3.1,0.7903225806451614,13.0,2068,0,1
House for sale,North-East,2.5,4,5,Hepali Height,Kathmandu,3.35,4.0,0.8375,13.0,2078,1,2
House for sale,South,2.5,5,4,Pepsicola,Kathmandu,6.75,7.0,0.9642857142857143,20.0,2074,1,2
House for sale,South-East,2.5,6,4,Bhaisepati,Lalitpur,4.0,4.2,0.9523809523809523,20.0,2080,1,2
Bungalow for sale,South,2.5,4,4,Khumaltar,Lalitpur,3.9,4.2,0.9285714285714285,14.0,2062,1,2
House for sale,South-West,3.5,6,5,Raniban,Kathmandu,3.1,4.2,0.7380952380952381,14.0,2066,1,2
House for sale,West,2.5,4,4,Kusunti,Lalitpur,4.0,4.2,0.9523809523809523,11.0,2058,1,2
House for sale,North-West,2.5,7,4,Sanobharyang,Kathmandu,3.6,3.3,1.090909090909091,13.0,2070,1,0
House for sale,South-West,2.5,6,5,Aakasedhara,Kathmandu,3.15,5.0,0.63,12.0,2072,1,1
Duplex for sale,North-East,3.0,7,5,Hattiban,Lalitpur,4.0,4.1,0.9756097560975611,13.0,2062,1,3
Bungalow for sale,North-East,2.5,5,4,Bhangal,Kathmandu,3.2,4.1,0.7804878048780489,13.0,2070,1,2
House for sale,North-West,1.0,3,1,Tokha,Kathmandu,1.0,2.2,0.45454545454545453,13.0,2078,0,0
House for sale,North-East,2.5,8,4,Dharmasthali,Kathmandu,2.65,5.0,0.53,36.0,2064,1,1
House for sale,South,2.5,4,4,Bhaisepati,Lalitpur,4.5,3.5,1.2857142857142858,15.0,2068,1,2
House for sale,East,2.5,4,2,Golfutar,Kathmandu,3.25,4.0,0.8125,13.0,2074,1,2
House for sale,West,1.0,2,1,Sitapaila,Kathmandu,1.4,3.0,0.4666666666666666,13.0,2080,1,0
House for sale,West,5.0,10,10,Manbhawan,Lalitpur,6.2,7.2,0.8611111111111112,13.0,2062,1,0
House for sale,South,1.0,2,1,Kapan,Kathmandu,1.35,3.0,0.45,13.0,2066,1,1
House for sale,North-East,2.5,4,5,Hepali Height,Kathmandu,3.35,4.0,0.8375,13.0,2078,1,1
House for sale,South-West,2.5,6,5,Budhanilkantha,Kathmandu,3.6,5.0,0.72,14.0,2056,1,1
Bungalow for sale,East,2.5,5,7,Sitapaila,Kathmandu,6.5,5.0,1.3,13.0,2078,1,1
Bungalow for sale,North-East,2.5,4,3,Pasikot,Kathmandu,4.5,4.4,1.0227272727272727,15.0,2074,1,3
House for sale,South,3.5,5,5,Dhapasi,Kathmandu,5.8,9.1,0.6373626373626373,17.5,2077,1,5
House for sale,North-West,2.5,5,3,Gothatar,Kathmandu,2.4,3.3,0.7272727272727273,28.0,2078,1,1
House for sale,North,3.0,5,5,Gaurighat,Kathmandu,5.0,6.0,0.8333333333333334,10.5,2064,1,2
Bungalow for sale,West,3.0,6,6,Bhangal,Kathmandu,6.5,15.2,0.4276315789473684,24.0,2068,1,1
House for sale,South-East,2.5,7,5,Nakhipot,Lalitpur,3.6,4.0,0.9,12.0,2055,1,2
House for sale,East,3.0,6,4,Baluwakhani,Kathmandu,2.25,3.0,0.75,14.0,2078,1,1
House for sale,South,2.5,3,3,Imadol,Lalitpur,2.1,3.0,0.7000000000000001,13.0,2068,1,1
Villa for sale,West,2.5,4,4,Budhanilkantha,Kathmandu,4.6,6.0,0.7666666666666666,13.0,2080,1,1
Bungalow for sale,West,2.5,4,4,Ekatabasti,Kathmandu,3.6,4.1,0.878048780487805,16.0,2062,1,1
Bungalow for sale,East,2.5,5,5,Mandikhatar,Kathmandu,3.45,4.3,0.8023255813953489,13.0,2066,1,1
House for sale,North-East,2.5,5,4,Dhapasi,Kathmandu,4.4,7.0,0.6285714285714287,13.0,2078,1,2
House for sale,East,1.0,2,1,Lolang,Kathmandu,1.38,3.0,0.45999999999999996,13.0,2077,1,0
House for sale,South,2.5,5,3,Ekatabasti,Kathmandu,1.85,3.0,0.6166666666666667,13.0,2078,1,1
House for sale,North,4.0,4,4,Radhe Radhe,Bhaktapur,2.4,2.2,1.0909090909090908,24.0,2078,1,1
House for sale,East,2.5,6,5,Deuwa Chowk,Kathmandu,2.4,3.0,0.7999999999999999,13.0,2076,1,2
Bungalow for sale,West,2.5,5,4,Bhangal,Kathmandu,3.75,5.0,0.75,13.0,2074,1,2
House for sale,East,3.0,5,4,Bhangal,Kathmandu,2.95,4.0,0.7375,13.0,2074,1,0
House for sale,East,2.5,6,4,Mandikhatar,Kathmandu,3.78,5.0,0.756,13.0,2078,1,2
House for sale,East,2.5,6,3,Pepsicola,Kathmandu,2.4,3.2,0.7499999999999999,20.0,2077,1,2
House for sale,North-West,2.5,6,4,Kapan,Kathmandu,2.65,4.0,0.6625,13.0,2076,1,1
House for sale,South-East,1.0,2,1,Kapan,Kathmandu,1.68,3.1,0.5419354838709677,13.0,2063,1,1
House for sale,South,3.0,5,3,Sitapaila,Kathmandu,1.5,2.2,0.6818181818181818,13.0,2065,0,0
House for sale,West,3.0,6,5,Mandikhatar,Kathmandu,2.75,3.1,0.8870967741935484,16.0,2077,1,1
House for sale,South,3.0,4,4,Balkot,Bhaktapur,2.8,6.53,0.42879019908116384,20.0,2077,1,2
House for sale,East,2.5,6,4,Gothatar,Kathmandu,2.25,3.1,0.7258064516129032,20.0,2074,1,1
House for sale,West,3.0,6,4,Narephat,Kathmandu,3.15,4.0,0.7875,14.0,2071,1,0
House for sale,South-West,2.5,7,3,Bafal,Kathmandu,3.65,4.0,0.9125,12.0,2063,1,0
House for sale,South-East,1.0,2,1,Sipadol,Bhaktapur,1.5,4.0,0.375,13.0,2078,1,0
Bungalow for sale,North,2.5,7,7,Budhanilkantha,Kathmandu,5.0,4.5,1.1111111111111112,13.0,2059,1,2
House for sale,East,2.5,5,4,Ganesh Chowk,Kathmandu,3.5,4.0,0.875,13.0,2077,1,2
House for sale,South-West,2.5,5,4,Chunikhel,Kathmandu,2.8,4.0,0.7,13.0,2077,1,1
House for sale,West,2.5,5,3,Baluwatar,Kathmandu,3.5,6.0,0.5833333333333334,25.0,2070,1,1
House for sale,North,3.0,4,4,Mhaipi,Kathmandu,3.3,4.0,0.825,20.0,2072,1,1
House for sale,South-East,2.5,6,4,Tikathali,Lalitpur,2.2,2.6,0.8461538461538461,12.0,2076,1,4
House for sale,North-East,2.5,7,4,Imadol,Lalitpur,2.85,3.2,0.890625,20.0,2077,1,1
House for sale,East,1.0,2,1,Ekatabasti,Kathmandu,1.7,4.1,0.41463414634146345,16.0,2077,1,2
House for sale,West,2.5,5,4,Budhanilkantha,Kathmandu,3.6,5.0,0.72,13.0,2077,1,1
House for sale,East,2.5,5,3,Dhapasi,Kathmandu,2.1,3.1,0.6774193548387097,12.0,2071,1,0
House for sale,South,2.5,5,3,Harisiddhi,Lalitpur,2.35,3.2,0.734375,20.0,2078,1,4
House for sale,East,2.5,5,4,Rudreshwor,Kathmandu,6.8,6.3,1.0793650793650793,14.0,2078,1,2
House for sale,East,3.0,8,6,Nakkhu,Lalitpur,6.4,8.0,0.8,15.0,2065,1,4
House for sale,East,2.0,5,4,Thapathali,Kathmandu,6.0,7.0,0.8571428571428571,14.0,2056,1,1
House for sale,North,3.5,5,3,Maijubahal,Kathmandu,3.5,6.2,0.564516129032258,8.0,2076,0,4
Bungalow for sale,West,2.5,3,4,Samakhusi,Kathmandu,3.25,3.0,1.0833333333333333,12.0,2075,1,1
House for sale,South,2.5,5,4,Kusunti,Lalitpur,2.4,3.2,0.7499999999999999,13.0,2071,1,1
House for sale,South,3.0,6,4,Dhapakhel,Lalitpur,1.9,2.2,0.8636363636363635,13.0,2078,1,3
House for sale,East,3.0,6,5,Sundarbasti,Kathmandu,2.55,3.2,0.7968749999999999,12.0,2074,1,0
House for sale,South,2.5,5,4,Chandragiri,Kathmandu,4.0,15.2,0.2631578947368421,14.0,2067,1,1
House for sale,East,2.5,5,3,Baluwakhani,Kathmandu,1.95,3.2,0.609375,13.0,2077,1,1
House for sale,North,2.5,4,4,Basundhara,Kathmandu,3.5,5.2,0.673076923076923,16.0,2078,1,0
House for sale,South-West,2.5,5,3,Thankot,Kathmandu,1.6,2.3,0.6956521739130436,13.0,2078,1,1
House for sale,South,2.5,5,4,Imadol,Lalitpur,2.75,3.2,0.859375,13.0,2068,1,1
Bungalow for sale,South,3.0,5,4,Wasik,Kathmandu,3.75,5.2,0.7211538461538461,14.0,2055,1,0
House for sale,South-East,3.5,5,4,Khumaltar,Lalitpur,3.1,4.1,0.7560975609756099,13.0,2078,1,1
